brand,model,variant,fuel_type,body_type,transmission,owner_type,owner_number,kms_driven,model_year,registration_year,engine_displacement,mileage,max_power,torque,color,engine_type,gear_box,drive_type,steering_type,top_speed,acceleration,price,City,car_age
Hyundai,Hyundai Verna,1.6 CRDi SX,Diesel,Sedan,Manual,1st Owner,1,32007,2016,2016,1582.0,23.9,126.2,259.9,Silver,U2 VGT Diesel Engine ,6 Speed ,FWD,Power,182.5,11.549999999999997,612000.0,Kolkata,9
Hyundai,Hyundai i10,Sportz 1.1L,Petrol,Hatchback,Manual,1st Owner,1,100000,2015,2015,1086.0,19.81,68.05,99.04,Others,IRDE2 Engine,5 Speed,FWD,Power,165.0,14.3,310000.0,Kolkata,10
Hyundai,Hyundai Santro Xing,GL Plus,Petrol,Hatchback,Manual,2nd Owner,2,30000,2014,2014,1086.0,17.92,62.1,96.1,Gray,Petrol Engine,5 Speed,FWD,Power,170.0,12.9,245000.00000000003,Kolkata,11
Volvo,Volvo S60 Cross Country,D4 AWD BSIV,Diesel,Sedan,Automatic,1st Owner,1,66452,2018,2018,1949.5,19.6,177.54999999999998,372.5,Silver,Diesel Engine,6 Speed,AWD,Power,182.5,11.549999999999997,1980000.0,Kolkata,7
Volvo,Volvo XC60,D5 Inscription,Diesel,SUV,Automatic,1st Owner,1,38706,2021,2021,1949.5,11.2,177.54999999999998,372.5,White,Turbo Diesel Engine,6 Speed ,AWD,Power,182.5,11.549999999999997,4500000.0,Kolkata,4
Honda,Honda City,i-VTEC S,Petrol,Sedan,Manual,1st Owner,1,80000,2018,2018,1497.0,17.4,117.3,145.0,Others,i VTEC Engine,5 Speed,FWD,Power,182.5,11.549999999999997,650000.0,Kolkata,7
Hyundai,Hyundai Verna,1.6 VTVT S,Petrol,Sedan,Manual,1st Owner,1,60000,2015,2015,1591.0,17.01,121.3,154.9,Gray,VTVT Petrol Engine,5 Speed,FWD,Power,182.5,11.549999999999997,750000.0,Kolkata,10
Hyundai,Hyundai i20 Active,Base Petrol,Petrol,Hatchback,Manual,1st Owner,1,120000,2016,2016,1197.0,17.19,81.86,114.73,Others,VTVT Petrol Engine,5 Speed,FWD,Power,170.0,13.3,500000.0,Kolkata,9
Chevrolet,Chevrolet Tavera,LS B3 - 10 seats BSIII,Diesel,MUV,Manual,2nd Owner,2,150000,2012,2012,1949.5,12.2,80.0,19.0,Others,In-Line Engine,5 Speed,2WD,Power,154.5,14.350000000000001,720000.0,Kolkata,13
Honda,Honda City,i DTec VX,Diesel,Sedan,Manual,1st Owner,1,19000,2017,2017,1498.0,26.0,98.6,200.0,Brown,i DTEC Diesel Engine ,6 Speed,FWD,Power,175.0,11.549999999999997,790000.0,Kolkata,8
Toyota,Toyota Innova,2.5 VX 7 STR BSIV,Diesel,MUV,Manual,1st Owner,1,155000,2012,2012,1949.5,12.8,102.0,20.4,Grey,In-Line Engine,5 Speed,,Power,154.5,14.350000000000001,645000.0,Kolkata,13
Honda,Honda City,i VTEC VX,Petrol,Sedan,Manual,1st Owner,1,71552,2014,2014,1497.0,17.4,117.3,145.0,Brown,i VTEC Engine,5 Speed ,FWD,Power,182.5,11.549999999999997,403000.0,Kolkata,11
Hyundai,Hyundai Grand i10,Sportz,Petrol,Hatchback,Manual,2nd Owner,2,65039,2015,2015,1197.0,18.9,82.0,114.0,Silver,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,165.0,12.9,301000.0,Kolkata,10
Hyundai,Hyundai Santro Xing,GLS,Petrol,Hatchback,Manual,2nd Owner,2,60000,2007,2007,1086.0,17.92,62.1,96.1,Gray,Petrol Engine ,5 Speed,FWD,Power,170.0,12.9,40000.0,Kolkata,18
Renault,Renault KWID,1.0 RXT Optional,Petrol,Hatchback,Manual,1st Owner,1,73578,2019,2020,999.0,23.01,67.0,91.0,Red,Petrol Engine,5 Speed,FWD,Power,155.0,13.9,359000.0,Kolkata,6
Hyundai,Hyundai Santro,Sportz AMT,Petrol,Hatchback,Automatic,1st Owner,1,27160,2021,2021,1086.0,20.3,68.05,99.0,Others,1.1 L Petrol,5 Speed,FWD,Electric,170.0,12.9,511000.00000000006,Kolkata,4
Hyundai,Hyundai i20,1.2 Era,Petrol,Hatchback,Manual,1st Owner,1,36000,2017,2017,1197.0,18.6,81.83,114.7,Black,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,170.0,13.2,425000.0,Kolkata,8
Hyundai,Hyundai Grand i10,Sportz,Petrol,Hatchback,Manual,1st Owner,1,84367,2014,2014,1197.0,18.9,82.0,114.0,Silver,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,165.0,12.9,277000.0,Kolkata,11
Maruti,Maruti Ertiga,VXI,Petrol,MUV,Manual,1st Owner,1,32599,2019,2019,1462.0,19.01,103.26,138.0,Grey,K15 Smart Hybrid,5 Speed,FWD,Power,170.0,12.9,750000.0,Kolkata,6
Renault,Renault Duster,Petrol RxL,Petrol,SUV,Manual,1st Owner,1,47530,2017,2017,1598.0,13.06,102.53,148.0,Red,K4M Petrol Engine,5 speed,FWD,Power,160.0,11.549999999999997,551000.0,Kolkata,8
Honda,Honda Brio,S MT,Petrol,Hatchback,Manual,1st Owner,1,35457,2014,2014,1198.0,19.4,86.8,109.0,Silver,i-VTEC Engine,5 Speed,FWD,Power,164.0,14.350000000000001,254000.0,Kolkata,11
Kia,Kia Seltos,HTX IVT,Petrol,SUV,Automatic,1st Owner,1,28134,2020,2020,1497.0,19.255853130413264,113.43,144.0,Orange,SMARTSTREAM G1.5,IVT,FWD,Electric,170.0,12.9,1275000.0,Kolkata,5
Mahindra,Mahindra XUV300,W8 Option AMT BSVI,Petrol,SUV,Automatic,0th Owner,0,5000,2022,2022,1197.0,16.5,108.62,200.0,White,1.2L Petrol,6 Speed,,Power,170.0,12.9,1320000.0,Kolkata,3
Hyundai,Hyundai i10,Sportz AT,Petrol,Hatchback,Automatic,1st Owner,1,28000,2011,2011,1197.0,16.95,78.9,111.8,Red,DOHC Kappa2 Engine,4-Speed,FWD,Power,170.0,12.9,270000.0,Kolkata,14
Jeep,Jeep Compass Trailhawk,2.0 4X4,Diesel,SUV,Automatic,1st Owner,1,20000,2023,2023,1949.5,19.255853130413264,167.67,350.0,Gray,2.0-litre muiltjet,9 -speed,,,170.0,12.9,2000000.0,Kolkata,2
Land Rover,Land Rover Range Rover Velar,P250,Petrol,SUV,Automatic,2nd Owner,2,33582,2020,2020,1949.5,15.8,177.54999999999998,365.0,Black,TD4 Diesel Engine,8,AWD,Power,182.5,11.549999999999997,7900000.0,Kolkata,5
Hyundai,Hyundai i10,Sportz,Petrol,Hatchback,Manual,1st Owner,1,46005,2014,2014,1197.0,20.36,78.9,111.8,Off White,DOHC Kappa2 Engine,5 Speed,FWD,Power,170.0,12.9,254999.99999999997,Kolkata,11
MG,MG Gloster,Savvy 6-Str,Diesel,SUV,Automatic,1st Owner,1,2565,2021,2021,1949.5,12.4,177.54999999999998,372.5,Black,Diesel 2.0 Twin Turbo,8 speed,4WD,,170.0,12.9,3450000.0,Kolkata,4
Maruti,Maruti Swift,AMT ZXI Plus BSIV,Petrol,Hatchback,Automatic,1st Owner,1,28000,2018,2018,1197.0,22.0,81.8,113.0,Red,VTVT Engine,5,,Power,170.0,12.9,535000.0,Kolkata,7
Honda,Honda Jazz,V CVT,Petrol,Hatchback,Automatic,1st Owner,1,32000,2015,2015,1199.0,18.2,88.7,110.0,White,i-VTEC Petrol Engine,5 Speed,FWD,Power,172.0,13.7,440000.00000000006,Kolkata,10
Maruti,Maruti Swift Dzire,VXi,Petrol,Sedan,Manual,1st Owner,1,45000,2009,2009,1298.0,17.5,85.8,114.0,Golden,In-Line Engine,5 Speed,2 WD,Power,170.0,12.9,225000.0,Kolkata,16
Mahindra,Mahindra XUV500,W11 Option BSIV,Diesel,SUV,Manual,1st Owner,1,78565,2019,2019,1949.5,15.1,152.87,360.0,White,mHawk Diesel Engine,6 Speed,FWD,Power,170.0,12.9,1295000.0,Kolkata,6
MG,MG Hector,Sharp CVT,Petrol,SUV,Automatic,1st Owner,1,10197,2022,2022,1451.0,19.255853130413264,141.0,250.0,Black,1.5 L Turbocharged Intercooled,8-Speed,FWD,Power,170.0,12.9,1792000.0000000002,Kolkata,3
Hyundai,Hyundai EON,D Lite Plus,Petrol,Hatchback,Manual,2nd Owner,2,60000,2014,2014,814.0,21.1,55.2,74.5,Others,Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,180000.0,Kolkata,11
Honda,Honda City,i VTEC V,Petrol,Sedan,Manual,1st Owner,1,32844,2017,2018,1497.0,17.8,117.3,145.0,Silver,i VTEC Engine,5 Speed,FWD,Power,182.5,11.549999999999997,602000.0,Kolkata,8
Tata,Tata Tiago,XZ Plus CNG BSVI,Cng,Hatchback,Manual,1st Owner,1,5198,2022,2023,1199.0,26.49,72.0,95.0,Black,1.2 L i-CNG,5-Speed,,Electric,170.0,12.9,743000.0,Kolkata,3
Hyundai,Hyundai i20,Sportz 1.2,Petrol,Hatchback,Manual,1st Owner,1,40000,2013,2013,1197.0,18.5,82.85,113.7,Bronze,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,170.0,12.9,335000.0,Kolkata,12
Skoda,Skoda Rapid,1.6 MPI AT Ambition BSIV,Petrol,Sedan,Automatic,1st Owner,1,19355,2019,2019,1598.0,14.84,103.2,153.0,Others,Petrol Engine,6 Speed,FWD,Power,182.5,12.9,750000.0,Kolkata,6
Maruti,Maruti Swift Dzire,VXi,Petrol,Sedan,Manual,1st Owner,1,60000,2010,2010,1298.0,17.5,85.8,114.0,Blue,In-Line Engine,5 Speed,2 WD,Power,170.0,12.9,240000.0,Kolkata,15
Maruti,Maruti Wagon R,VXI,Petrol,Hatchback,Manual,1st Owner,1,31197,2019,2019,998.0,21.79,67.05,90.0,Silver,K10B Petrol Engine,5 Speed,FWD,Power,170.0,14.350000000000001,474000.0,Kolkata,6
Datsun,Datsun RediGO,1.0 T Option,Petrol,Hatchback,Manual,1st Owner,1,6651,2021,2021,999.0,21.7,67.05,91.0,Others,1.0 L Petrol Engine,5-Speed,FWD,Power,170.0,12.9,346000.0,Kolkata,4
Chevrolet,Chevrolet Spark,1.0 LS,Petrol,Hatchback,Manual,3rd Owner,3,60000,2009,2009,995.0,18.0,62.0,90.3,Others,In-Line Engine,5 Speed,FWD,Power,161.0,14.350000000000001,70000.0,Kolkata,16
Honda,Honda BR-V,i-VTEC V MT,Petrol,SUV,Manual,1st Owner,1,35000,2018,2018,1497.0,15.4,117.3,145.0,Grey,i-VTEC Petrol Engine,6 Speed,FWD,Power,170.0,12.9,745000.0,Kolkata,7
Honda,Honda City,S,Petrol,Sedan,Manual,1st Owner,1,57000,2013,2013,1497.0,16.8,116.4,146.0,Red,SOHC i-VTEC,5 Speed,FWD,Power,170.0,12.9,335000.0,Kolkata,12
Honda,Honda City,i VTEC CVT VX,Petrol,Sedan,Automatic,1st Owner,1,50469,2016,2016,1497.0,18.0,117.3,145.0,Brown,i VTEC Engine,5 Speed CVT,FWD,Power,182.5,11.549999999999997,550000.0,Kolkata,9
Maruti,Maruti Swift,VVT VXI,Petrol,Hatchback,Manual,1st Owner,1,32000,2018,2018,1197.0,22.0,81.8,113.0,Silver,VTVT Engine,5,,Power,170.0,12.9,524000.0,Kolkata,7
Toyota,Toyota Corolla Altis,1.8 G CVT,Petrol,Sedan,Automatic,1st Owner,1,36000,2016,2016,1798.0,14.28,138.03,173.0,Golden,2ZR-FE Petrol Engine,7 Speed,FWD,Power,182.5,11.549999999999997,850000.0,Kolkata,9
Datsun,Datsun RediGO,T Option,Petrol,Hatchback,Manual,1st Owner,1,30000,2018,2018,799.0,22.7,53.64,72.0,Others,0.8L Petrol Engine,5-Speed,2WD,Power,170.0,12.9,210000.0,Kolkata,7
Mahindra,Mahindra XUV500,AT W10 FWD,Diesel,SUV,Automatic,1st Owner,1,68042,2018,2018,1949.5,16.0,140.0,330.0,Orange,mHawk Diesel Engine,6 Speed,FWD,Power,182.5,11.549999999999997,999000.0,Kolkata,7
Hyundai,Hyundai i10,Sportz,Petrol,Hatchback,Manual,2nd Owner,2,65000,2014,2014,1197.0,20.36,78.9,111.8,White,DOHC Kappa2 Engine,5 Speed,FWD,Power,170.0,12.9,229999.99999999997,Kolkata,11
Maruti,Maruti Swift,VXI Optional,Petrol,Hatchback,Manual,1st Owner,1,24000,2020,2020,1197.0,20.4,81.8,113.0,Blue,K Series VVT Engine,5 Speed,FWD,Power,165.0,12.6,549000.0,Kolkata,5
Maruti,Maruti Ciaz,ZDi SHVS,Diesel,Sedan,Manual,1st Owner,1,82948,2016,2016,1248.0,27.984999999999992,88.5,200.0,Silver,DDIS 200 Engine,5 Speed,FWD,Power,182.5,14.350000000000001,520000.0,Kolkata,9
Maruti,Maruti Zen Estilo,VXI BSIV,Petrol,Hatchback,Manual,2nd Owner,2,23162,2010,2010,998.0,19.0,67.1,90.0,Brown,K Series Petrol Engine,5 Speed,FWD,Power,160.0,14.350000000000001,141000.0,Kolkata,15
Maruti,Maruti Ritz,VXi,Petrol,Hatchback,Manual,1st Owner,1,45000,2010,2010,1197.0,18.5,85.8,114.0,Blue,K Series Petrol Engine,5 Speed,FWD,Power,156.0,14.350000000000001,129000.0,Kolkata,15
Honda,Honda WR-V,i-VTEC S,Petrol,SUV,Manual,2nd Owner,2,7281,2020,2020,1199.0,17.5,88.7,110.0,Others,i-VTEC Petrol Engine,5 Speed,FWD,Electric,164.0,14.350000000000001,641000.0,Kolkata,5
Hyundai,Hyundai i20 Active,1.2 S,Petrol,Hatchback,Manual,1st Owner,1,29428,2016,2016,1197.0,17.19,81.86,114.73,White,VTVT Petrol Engine,5 Speed,FWD,Power,160.0,14.0,466000.0,Kolkata,9
Hyundai,Hyundai Creta,1.6 SX Option,Petrol,SUV,Manual,1st Owner,1,64000,2018,2018,1591.0,15.8,121.3,151.0,White,VTVT Petrol Engine,6 Speed,FWD,Power,170.0,12.9,844999.9999999999,Kolkata,7
Maruti,Maruti Alto 800,LXI,Petrol,Hatchback,Manual,1st Owner,1,62202,2016,2017,796.0,22.05,47.33,69.0,Others,F8D Petrol Engine,5 Speed,,,170.0,12.9,215000.0,Kolkata,9
Honda,Honda City,i-VTEC VX,Petrol,Sedan,Manual,1st Owner,1,47000,2018,2018,1497.0,17.4,117.6,145.0,White,i VTEC Engine,5 Speed,FWD,Power,182.5,11.549999999999997,725000.0,Kolkata,7
Tata,Tata Tigor,XZ Plus CNG BSVI,Cng,Sedan,Manual,1st Owner,1,13145,2022,2022,1199.0,26.49,72.4,95.0,Red,1.2L Revotron Engine,5-Speed,,Electric,154.5,12.9,772000.0,Kolkata,3
Hyundai,Hyundai EON,Sportz,Petrol,Hatchback,Manual,1st Owner,1,119490,2017,2017,814.0,21.1,55.2,74.5,Blue,Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,254999.99999999997,Kolkata,8
Mahindra,Mahindra XUV500,W11 Option,Diesel,SUV,Manual,1st Owner,1,8000,2021,2021,1949.5,15.1,152.87,360.0,White,mHawk155 Diesel Engine,6 Speed,FWD,Power,170.0,12.9,1673999.9999999998,Kolkata,4
Honda,Honda City,i DTEC VX,Diesel,Sedan,Manual,1st Owner,1,45000,2015,2015,1498.0,25.1,98.6,200.0,Brown,i DTEC Diesel Engine ,6 Speed ,FWD,Power,182.5,11.549999999999997,525000.0,Kolkata,10
Maruti,Maruti Wagon R Stingray,VXI,Petrol,Hatchback,Manual,1st Owner,1,46422,2016,2016,998.0,20.51,67.04,90.0,Grey,K 10B Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,295000.0,Kolkata,9
Hyundai,Hyundai i10,Sportz,Petrol,Hatchback,Manual,3rd Owner,3,64000,2014,2014,1197.0,20.36,78.9,111.8,Others,DOHC Kappa2 Engine,5 Speed,FWD,Power,170.0,12.9,235000.0,Kolkata,11
Volkswagen,Volkswagen Ameo,1.5 TDI Comfortline,Diesel,Sedan,Manual,1st Owner,1,52000,2020,2020,1498.0,21.66,108.62,250.0,Brown,TDI Diesel Engine,5 Speed,FWD,Power,170.0,11.64,495000.0,Kolkata,5
Honda,Honda City,V MT,Petrol,Sedan,Manual,1st Owner,1,25000,2019,2019,1497.0,16.8,116.3,146.0,Brown,SOHC i-VTEC,5 Speed,FWD,Power,170.0,12.9,685000.0,Kolkata,6
Hyundai,Hyundai EON,Era Plus,Petrol,Hatchback,Manual,2nd Owner,2,15000,2013,2013,814.0,21.1,55.2,74.5,Blue,Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,186000.0,Kolkata,12
Kia,Kia Seltos,GTX Plus,Petrol,SUV,Manual,1st Owner,1,45000,2020,2020,1353.0,16.5,138.08,242.0,Golden,Smartstream G1.4,6-Speed,FWD,Electric,170.0,12.9,1265000.0,Kolkata,5
Hyundai,Hyundai Creta,1.6 SX Automatic,Petrol,SUV,Automatic,1st Owner,1,65000,2018,2018,1591.0,14.8,121.3,151.0,White,VTVT Petrol Engine,6 Speed,FWD,Power,170.0,12.9,894999.9999999999,Kolkata,7
Jeep,Jeep Compass,2.0 Limited,Diesel,SUV,Manual,1st Owner,1,65000,2018,2018,1949.5,17.1,170.0,350.0,Black,2.0-Litre 4-Cyl Multijet II Engine,6 Speed,4X2,Power,170.0,12.9,950000.0,Kolkata,7
Honda,Honda City,i-VTEC V,Petrol,Sedan,Manual,1st Owner,1,21628,2019,2019,1497.0,17.4,117.6,145.0,Silver,i VTEC Engine,5 Speed,FWD,Power,182.5,11.549999999999997,727000.0,Kolkata,6
Maruti,Maruti Swift,VXI,Petrol,Hatchback,Manual,1st Owner,1,8347,2016,2016,1197.0,22.38,88.5,113.0,Silver,K Series Dual jet,5-Speed,,Electric,170.0,12.9,426999.99999999994,Kolkata,9
Mahindra,Mahindra Scorpio,S10 7 Seater,Diesel,SUV,Manual,2nd Owner,2,72057,2016,2016,1949.5,15.4,120.0,280.0,Blue,mHawk Diesel Engine,5 Speed,RWD,Power,154.5,14.350000000000001,875000.0,Kolkata,9
Hyundai,Hyundai Grand i10,1.2 Kappa Magna BSIV,Petrol,Hatchback,Manual,1st Owner,1,52549,2017,2017,1197.0,18.9,81.86,113.75,Silver,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,165.0,12.9,349000.0,Kolkata,8
Honda,Honda City,i VTEC CVT VX,Petrol,Sedan,Automatic,2nd Owner,2,44540,2014,2014,1497.0,18.0,117.3,145.0,Others,i VTEC Engine,5 Speed CVT,FWD,Power,182.5,11.549999999999997,450000.0,Kolkata,11
Maruti,Maruti Swift,LXI,Petrol,Hatchback,Manual,2nd Owner,2,44000,2014,2014,1197.0,18.6,85.8,114.0,Silver,K Series Petrol Engine,5 Speed,FWD,Power,160.0,12.29,320000.0,Kolkata,11
Hyundai,Hyundai Grand i10 Nios,Asta CRDi,Diesel,Hatchback,Manual,1st Owner,1,53084,2019,2020,1186.0,26.2,73.97,190.24,Silver,1.2 L U2 CRDi Diesel,5 speed,FWD,Electric,170.0,12.9,646000.0,Kolkata,6
Maruti,Maruti XL6,Alpha,Petrol,MUV,Manual,2nd Owner,2,10000,2021,2021,1462.0,19.01,103.2,138.0,Others,K15B Smart Hybrid,5-Speed,FWD,Power,170.0,12.9,950000.0,Kolkata,4
Toyota,Toyota Corolla Altis,1.8 VL CVT,Petrol,Sedan,Automatic,2nd Owner,2,34339,2018,2018,1798.0,14.28,138.03,173.0,White,2ZR-FE Petrol Engine,7 Speed,FWD,Power,182.5,11.549999999999997,1124000.0,Kolkata,7
Kia,Kia Seltos,HTK Plus G,Petrol,SUV,Manual,1st Owner,1,15456,2020,2020,1497.0,16.8,113.43,144.0,Red,SMARTSTREAM G1.5,6-Speed,FWD,Electric,170.0,12.9,1057000.0,Kolkata,5
Maruti,Maruti XL6,Alpha,Petrol,MUV,Manual,2nd Owner,2,10000,2021,2021,1462.0,19.01,103.2,138.0,Others,K15B Smart Hybrid,5-Speed,FWD,Power,170.0,12.9,950000.0,Kolkata,4
Hyundai,Hyundai Santro,Sportz BSIV,Petrol,Hatchback,Manual,1st Owner,1,68000,2018,2018,1086.0,20.3,68.0,99.0,Grey,1.1 litre Petrol Engine,5 Speed,FWD,Power,170.0,12.9,385000.0,Kolkata,7
Maruti,Maruti SX4 S Cross,Delta,Petrol,SUV,Manual,1st Owner,1,10000,2021,2021,1462.0,18.55,103.25,138.0,Others,K15B Smart Hybrid,5 Speed,FWD,,170.0,12.9,875000.0,Kolkata,4
Mahindra,Mahindra TUV 300,mHAWK100 T8,Diesel,SUV,Manual,1st Owner,1,100000,2017,2017,1493.0,18.49,100.0,240.0,Others,mHawk 100 Diesel Engine,5 Speed,RWD,Power,156.0,13.9,520000.0,Kolkata,8
Mahindra,Mahindra TUV 300,T10,Diesel,SUV,Manual,1st Owner,1,59639,2019,2019,1493.0,18.49,100.0,240.0,Red,mHawk 100 Diesel Engine,5 Speed,RWD,Power,156.0,13.9,675000.0,Kolkata,6
Maruti,Maruti Celerio,ZXI,Petrol,Hatchback,Manual,1st Owner,1,50000,2017,2017,998.0,23.1,67.04,90.0,Others,K10B Engine,5 Speed ,FWD,Power,154.5,14.350000000000001,360000.0,Kolkata,8
Audi,Audi A6,35 TFSI,Petrol,Sedan,Automatic,1st Owner,1,37000,2016,2016,1798.0,15.26,177.54999999999998,320.0,White,In Line Petrol Engine,7 Speed,FWD,Power,182.5,11.549999999999997,1795000.0,Kolkata,9
Renault,Renault Scala,RxL,Petrol,Sedan,Manual,2nd Owner,2,60000,2013,2013,1498.0,16.95,97.6,134.0,White,XH2 Petrol Engine,5 Speed,FWD,Power,165.0,14.0,235000.0,Kolkata,12
Hyundai,Hyundai i20 N Line,N6 iMT Dual Tone BSVI,Petrol,Hatchback,Manual,1st Owner,1,8000,2022,2022,998.0,20.0,118.41,172.0,Blue,1.0 Turbo GDI,iMT,,Electric,170.0,12.9,900000.0,Kolkata,3
Maruti,Maruti Ertiga,SHVS ZDI Plus,Diesel,MUV,Manual,1st Owner,1,31000,2017,2017,1248.0,24.52,88.5,200.0,Silver,D13A SHVS Engine,5 Speed,FWD,Power,160.0,13.3,800000.0,Kolkata,8
Honda,Honda Amaze,S i-Vtech,Petrol,Sedan,Manual,1st Owner,1,44890,2016,2016,1198.0,18.0,86.7,109.0,Silver,i-VTEC Petrol Engine,5 Speed,FWD,Power,160.0,14.350000000000001,357000.0,Kolkata,9
Hyundai,Hyundai Creta,1.4 E Plus CRDi,Diesel,SUV,Manual,2nd Owner,2,48752,2017,2017,1396.0,22.1,88.7,219.7,Others,U2 CRDI Engine,6 Speed,FWD,Power,170.0,12.9,620000.0,Kolkata,8
Tata,Tata New Safari,XZA Plus Gold 6 Str AT,Diesel,SUV,Automatic,1st Owner,1,10000,2022,2022,1949.5,14.08,167.67,350.0,Others,Kryotec 2.0 L Turbocharged Engine,6-Speed,,Power,170.0,12.9,2350000.0,Kolkata,3
Mahindra,Mahindra KUV 100,mFALCON G80 K4 Plus 5str,Petrol,SUV,Manual,1st Owner,1,5151,2017,2017,1198.0,18.15,82.0,115.0,Red,mFALCON G80 Engine,5 Speed,FWD,Power,160.0,14.350000000000001,372000.0,Kolkata,8
Maruti,Maruti Alto 800,LXI,Petrol,Hatchback,Manual,1st Owner,1,28807,2017,2017,796.0,22.05,47.33,69.0,Blue,F8D Petrol Engine,5 Speed,,,170.0,12.9,275000.0,Kolkata,8
Hyundai,Hyundai Santro Xing,GL Plus,Petrol,Hatchback,Manual,2nd Owner,2,30000,2014,2014,1086.0,17.92,62.1,96.1,Others,Petrol Engine,5 Speed,FWD,Power,170.0,12.9,220000.00000000003,Kolkata,11
Honda,Honda City,i-VTEC V,Petrol,Sedan,Manual,1st Owner,1,20593,2019,2019,1497.0,17.4,117.6,145.0,Silver,i VTEC Engine,5 Speed,FWD,Power,182.5,11.549999999999997,763000.0,Kolkata,6
Tata,Tata Altroz,XZ BSVI,Petrol,Hatchback,Manual,1st Owner,1,10000,2020,2020,1199.0,19.33,86.83,113.0,Others,1.2 l Revotron,5-Speed,,Electric,170.0,12.9,735000.0,Kolkata,5
Honda,Honda Amaze,EX i-Vtech,Petrol,Sedan,Manual,2nd Owner,2,82879,2015,2015,1198.0,18.0,86.7,109.0,Others,i-VTEC Petrol Engine,5 Speed,FWD,Power,160.0,14.350000000000001,260000.0,Kolkata,10
Honda,Honda City,V MT,Petrol,Sedan,Manual,1st Owner,1,13407,2022,2022,1498.0,18.6,119.35,145.0,Red,Water Cooled Inline i-VTEC DOHC with VTC,6 Speed,,Electric,170.0,12.9,1015000.0,Kolkata,3
Maruti,Maruti Ignis,1.2 Sigma BSIV,Petrol,Hatchback,Manual,1st Owner,1,100000,2019,2019,1197.0,20.89,81.8,113.0,Others,1.2-Litre VVT Petrol Engine,5 Speed,FWD,Electrical,170.0,12.9,409999.99999999994,Kolkata,6
Maruti,Maruti Ertiga,VDI,Diesel,MUV,Manual,1st Owner,1,66000,2018,2018,1248.0,25.47,88.5,200.0,Grey,DDIS 200 Smart Hybrid,5 Speed,FWD,Power,170.0,12.9,791000.0,Kolkata,7
Toyota,Toyota Innova,2.5 G (Diesel) 7 Seater BS IV,Diesel,MUV,Manual,1st Owner,1,155000,2015,2015,1949.5,12.99,100.6,200.0,Silver,2KD-FTV Diesel Engine,5 Speed,RWD,Power,155.0,13.3,745000.0,Kolkata,10
Toyota,Toyota Innova Crysta,2.4 G 7 STR,Diesel,MUV,Manual,1st Owner,1,21100,2021,2021,1949.5,12.0,148.0,343.0,Black,2.4L Diesel Engine,5 Speed,RWD,Power,170.0,12.9,1850000.0,Kolkata,4
Tata,Tata Sumo Victa,EX 10/7 Str BSII,Diesel,MUV,Manual,1st Owner,1,120000,2006,2006,1948.0,12.2,68.0,115.0,Red,In-Line Engine,5 Speed,,Power,182.5,12.9,110000.00000000001,Kolkata,18
Hyundai,Hyundai i10,Sportz 1.1L,Petrol,Hatchback,Manual,1st Owner,1,100000,2015,2015,1086.0,19.81,68.05,99.04,Others,IRDE2 Engine,5 Speed,FWD,Power,165.0,14.3,310000.0,Kolkata,10
BMW,BMW 6 Series,GT 630d Luxury Line,Diesel,Sedan,Automatic,1st Owner,1,44227,2018,2018,1949.5,17.09,177.54999999999998,372.5,White,Diesel Engine,8 Speed,FWD,Power,170.0,11.549999999999997,3900000.0,Kolkata,7
Toyota,Toyota Fortuner,4x2 AT,Diesel,SUV,Automatic,3rd Owner,3,70000,2015,2015,1949.5,12.55,168.5,360.0,Silver,D-4D Diesel Engine,5 Speed ,FWD,Power,176.0,11.549999999999997,1350000.0,Kolkata,10
Honda,Honda WR-V,i-VTEC VX,Petrol,SUV,Manual,1st Owner,1,45000,2019,2019,1199.0,17.5,88.7,110.0,Green,i-VTEC Petrol Engine,5 Speed,FWD,Electric,164.0,14.350000000000001,650000.0,Kolkata,6
Hyundai,Hyundai Alcazar,Signature,Petrol,SUV,Manual,1st Owner,1,50000,2021,2021,1949.5,14.5,156.9,191.0,Black,2.0 l petrol MPi engine,6-speed,,Power,170.0,12.9,1600000.0,Kolkata,4
Maruti,Maruti Swift,VXI,Petrol,Hatchback,Manual,1st Owner,1,77042,2019,2019,1197.0,22.38,88.5,113.0,Red,K Series Dual jet,5-Speed,,Electric,170.0,12.9,449000.0,Kolkata,6
Tata,Tata Tigor,XZ BSVI,Petrol,Sedan,Manual,1st Owner,1,42325,2021,2021,1199.0,19.28,84.82,113.0,Others,1.2L Revotron Engine,5-Speed,,Electric,170.0,12.9,517000.0,Kolkata,4
Volkswagen,Volkswagen Polo,1.2 MPI Comfortline,Petrol,Hatchback,Manual,1st Owner,1,50000,2017,2017,1199.0,16.2,74.0,110.0,Others,MPI Petrol Engine,5 Speed,FWD,Power,165.0,14.2,500000.0,Kolkata,8
